cld,cld_360smth,cld_anm360,cld_21smth,cld_anm21,CRF,CRF_21smth,CRF_21anm
56.96730,58.77218,-1.80488,57.11303,-0.14573,4.88132,4.79170,0.08962
57.03360,58.76681,-1.73321,57.14466,-0.11106,4.58797,4.78069,-0.19272
56.21000,58.76851,-2.55851,57.18014,-0.97014,4.92614,4.77231,0.15383
55.31860,58.76970,-3.45110,57.12300,-1.80440,5.05558,4.75663,0.29896
55.24380,58.77277,-3.52897,57.04762,-1.80382,5.59505,4.74335,0.85170
55.53040,58.77739,-3.24699,57.10253,-1.57213,5.41862,4.72136,0.69726
56.96070,58.78448,-1.82378,57.14728,-0.18658,5.23856,4.73924,0.49932
57.72850,58.79208,-1.06358,57.13776,0.59074,5.29354,4.76585,0.52769
57.74600,58.79920,-1.05320,57.13727,0.60873,4.80965,4.79411,0.01554
57.15150,58.79946,-1.64796,57.19629,-0.04479,4.20296,4.80906,-0.60609
56.58060,58.79243,-2.21183,57.25466,-0.67406,4.30155,4.83831,-0.53676
57.24510,58.78432,-1.53922,57.28191,-0.03681,4.38553,4.86071,-0.47518
58.44620,58.77637,-0.33017,57.29706,1.14914,4.43881,4.90175,-0.46294
58.32300,58.77332,-0.45032,57.33390,0.98910,4.39501,4.93030,-0.53529
57.99740,58.76246,-0.76506,57.42368,0.57372,4.70087,4.94575,-0.24487
57.29550,58.75423,-1.45873,57.50087,-0.20537,4.67287,4.93600,-0.26313
58.48650,58.74489,-0.25839,57.51224,0.97426,4.83539,4.92979,-0.09440
58.79410,58.74038,0.05372,57.50978,1.28432,4.92002,4.93594,-0.01592
57.76270,58.73718,-0.97448,57.44893,0.31377,5.09424,4.94531,0.14893
57.12690,58.73281,-1.60591,57.48485,-0.35795,4.66244,4.97107,-0.30862
57.17370,58.72841,-1.55471,57.56528,-0.39158,5.18840,5.04422,0.14418
58.19300,58.72662,-0.53362,57.65995,0.53305,5.35169,5.11751,0.23418
57.60590,58.72428,-1.11838,57.62435,-0.01845,5.44979,5.18034,0.26945
56.52810,58.72156,-2.19346,57.57370,-1.04560,5.52567,5.25203,0.27364
56.09240,58.71934,-2.62694,57.60985,-1.51745,5.38000,5.32293,0.05707
57.12900,58.71612,-1.58712,57.63091,-0.50191,5.39035,5.37835,0.01200
57.15140,58.71855,-1.56715,57.61762,-0.46622,5.28822,5.44841,-0.16019
57.19950,58.72066,-1.52116,57.59640,-0.39690,5.36772,5.51665,-0.14893
57.67680,58.72410,-1.04730,57.57792,0.09888,5.49026,5.53663,-0.04637
56.46830,58.72475,-2.25645,57.56566,-1.09736,5.35065,5.52702,-0.17637
57.90570,58.72603,-0.82033,57.57987,0.32583,5.73910,5.54289,0.19621
58.26960,58.72226,-0.45266,57.57971,0.68989,5.84069,5.53070,0.31000
59.23330,58.71340,0.51990,57.57108,1.66222,5.70486,5.52175,0.18311
57.69850,58.69963,-1.00113,57.64442,0.05408,5.94437,5.51541,0.42896
57.25930,58.68936,-1.43006,57.74714,-0.48784,5.88387,5.50720,0.37667
58.75660,58.68784,0.06876,57.84125,0.91535,5.86470,5.49383,0.37087
57.73780,58.68827,-0.95047,57.93597,-0.19817,6.14416,5.48990,0.65426
58.20740,58.68892,-0.48152,58.01121,0.19619,6.26847,5.51790,0.75057
58.34840,58.69339,-0.34499,58.12271,0.22569,5.33954,5.52331,-0.18378
57.37470,58.69704,-1.32234,58.29620,-0.92150,4.89248,5.53351,-0.64102
56.86940,58.69933,-1.82993,58.33935,-1.46995,4.99569,5.54349,-0.54780
57.47210,58.70610,-1.23400,58.46400,-0.99190,4.93234,5.52640,-0.59405
58.18970,58.71272,-0.52302,58.48915,-0.29945,5.16380,5.50365,-0.33985
57.42470,58.72020,-1.29550,58.57534,-1.15064,5.31675,5.46522,-0.14847
58.06830,58.72881,-0.66051,58.65806,-0.58976,5.35309,5.41977,-0.06668
58.24940,58.73653,-0.48713,58.61772,-0.36832,5.09927,5.39313,-0.29386
59.10540,58.74738,0.35802,58.58055,0.52485,5.30788,5.38007,-0.07219
59.14050,58.75016,0.39034,58.55886,0.58164,5.87624,5.36177,0.51448
58.77950,58.75420,0.02530,58.55322,0.22628,5.48137,5.34754,0.13383
60.01830,58.75893,1.25937,58.63629,1.38201,5.70434,5.42402,0.28032
60.11170,58.76528,1.34642,58.75469,1.35701,5.56025,5.52268,0.03757
58.81180,58.77333,0.03847,58.89900,-0.08720,5.38016,5.58754,-0.20739
60.88710,58.77885,2.10825,58.87836,2.00874,5.36307,5.65393,-0.29085
59.76160,58.78990,0.97170,58.89415,0.86745,4.89778,5.70260,-0.80482
59.50840,58.80208,0.70632,58.88177,0.62663,4.98980,5.75371,-0.76391
58.99640,58.81220,0.18420,58.89118,0.10522,5.32448,5.78461,-0.46014
57.90950,58.81458,-0.90508,58.98218,-1.07268,5.59054,5.81888,-0.22834
56.95720,58.81678,-1.85958,58.97411,-2.01691,5.75972,5.84577,-0.08606
57.75190,58.81846,-1.06656,58.96405,-1.21215,5.96979,5.84408,0.12571
58.23000,58.82130,-0.59130,58.89832,-0.66832,6.94560,5.86542,1.08018
59.11920,58.81788,0.30132,58.86949,0.24971,6.96429,5.87548,1.08881
59.35570,58.81521,0.54049,58.83283,0.52287,6.35784,5.89650,0.46134
60.50280,58.81364,1.68916,58.69349,1.80931,6.32642,5.93338,0.39304
57.75620,58.81253,-1.05633,58.63341,-0.87721,6.18592,5.88241,0.30352
57.75620,58.81106,-1.05486,58.58353,-0.82733,6.39001,5.93360,0.45641
57.80840,58.80416,-0.99576,58.56133,-0.75293,6.00207,5.97962,0.02245
58.44690,58.80197,-0.35507,58.61550,-0.16860,-999.00000,6.01778,-999.00000
61.01650,58.80631,2.21019,58.66612,2.35038,-999.00000,6.02932,-999.00000
58.97110,58.81636,0.15474,58.73375,0.23735,-999.00000,6.03675,-999.00000
58.56810,58.82315,-0.25505,58.81966,-0.25156,-999.00000,5.97729,-999.00000
58.63800,58.82488,-0.18688,58.83890,-0.20090,-999.00000,5.79014,-999.00000
59.50630,58.82499,0.68131,58.87407,0.63223,-999.00000,5.63572,-999.00000
58.04190,58.83643,-0.79453,58.88248,-0.84058,-999.00000,5.58017,-999.00000
57.96090,58.85069,-0.88979,58.92172,-0.96082,4.64945,5.51760,-0.86815
58.50000,58.86405,-0.36405,58.91064,-0.41064,5.61445,5.48229,0.13215
58.46100,58.87149,-0.41049,58.90154,-0.44054,5.63410,5.42523,0.20887
58.53020,58.87695,-0.34675,58.83061,-0.30041,5.85879,5.38179,0.47700
59.04690,58.88414,0.16276,58.59161,0.45529,5.75199,5.40271,0.34928
58.02040,58.89210,-0.87170,58.46440,-0.44400,5.86382,5.44771,0.41610
59.17200,58.89740,0.27460,58.42159,0.75041,5.13737,5.47700,-0.33963
60.03410,58.89774,1.13636,58.43326,1.60084,4.32546,5.48336,-1.15790
59.52330,58.89913,0.62417,58.50732,1.01598,4.80241,5.48048,-0.67807
60.09420,58.90423,1.18997,58.69599,1.39821,-999.00000,5.47476,-999.00000
60.67940,58.90766,1.77174,58.82543,1.85397,5.51302,5.47933,0.03369
58.58030,58.90979,-0.32949,58.92960,-0.34930,5.72687,5.52456,0.20232
57.52350,58.90991,-1.38641,59.04830,-1.52480,5.64820,5.52611,0.12209
57.61730,58.90863,-1.29133,59.09278,-1.47548,5.43735,5.51480,-0.07745
56.95740,58.91119,-1.95379,59.07929,-2.12189,5.67471,5.47876,0.19595
55.99760,58.91585,-2.91825,59.14350,-3.14590,6.07770,5.43765,0.64005
56.29970,58.93174,-2.63204,59.15060,-2.85090,5.91632,5.39360,0.52271
57.66900,58.94960,-1.28060,59.10971,-1.44071,5.58505,5.41684,0.16821
58.88310,58.95295,-0.06985,59.11427,-0.23117,5.43159,5.49652,-0.06494
61.06160,58.95042,2.11118,59.10868,1.95292,5.37180,5.55091,-0.17911
62.00390,58.94622,3.05768,59.03318,2.97072,5.56619,5.56394,0.00225
60.67910,58.94277,1.73633,59.08419,1.59491,5.55399,5.55166,0.00233
60.68760,58.93850,1.74910,59.17330,1.51430,5.64545,5.52029,0.12516
60.95360,58.93146,2.02214,59.19282,1.76078,5.40799,5.48042,-0.07243
59.46440,58.92726,0.53714,59.28294,0.18146,5.13784,5.45446,-0.31662
58.76360,58.92914,-0.16554,59.42927,-0.66567,4.92992,5.42932,-0.49940
59.36870,58.93409,0.43461,59.55366,-0.18496,4.98281,5.40444,-0.42164
59.32120,58.94143,0.37977,59.68677,-0.36557,5.60224,5.39201,0.21023
59.17550,58.95135,0.22415,59.73510,-0.55960,5.91903,5.40457,0.51446
59.61890,58.95902,0.65988,59.70806,-0.08916,5.89010,5.45328,0.43682
59.97680,58.97543,1.00137,59.64881,0.32799,5.82449,5.49202,0.33247
59.09400,58.99736,0.09664,59.60467,-0.51067,5.25518,5.48831,-0.23313
59.65150,59.02036,0.63114,59.51388,0.13762,5.06819,5.48485,-0.41667
59.39480,59.02817,0.36663,59.40806,-0.01326,4.81082,5.47593,-0.66511
58.02730,59.02835,-1.00105,59.37423,-1.34693,4.89224,5.47993,-0.58769
58.84990,59.01964,-0.16974,59.38593,-0.53603,5.14676,5.51203,-0.36527
59.07040,59.01407,0.05633,59.35094,-0.28054,5.55534,5.53493,0.02041
58.91200,59.01090,-0.09890,59.40634,-0.49434,5.65523,5.56703,0.08820
60.46420,59.00688,1.45732,59.48504,0.97916,5.84889,5.54294,0.30595
59.89800,59.00792,0.89008,59.54109,0.35691,6.45438,5.47899,0.97539
60.49380,59.00690,1.48690,59.45088,1.04292,6.18530,5.42602,0.75928
60.75980,59.00405,1.75575,59.44441,1.31539,-999.00000,5.40689,-999.00000
59.75200,59.00471,0.74729,59.43221,0.31979,-999.00000,5.41816,-999.00000
58.78100,59.00304,-0.22204,59.53021,-0.74921,-999.00000,5.47552,-999.00000
58.73140,59.01004,-0.27864,59.71277,-0.98137,-999.00000,5.56628,-999.00000
58.75410,59.01611,-0.26201,59.81428,-1.06018,5.68364,5.65589,0.02775
59.00920,59.02450,-0.01530,59.85907,-0.84987,5.31919,5.73457,-0.41539
58.63400,59.02996,-0.39596,59.93597,-1.30197,5.52849,5.79095,-0.26245
60.48460,59.03334,1.45126,59.98665,0.49795,5.19278,5.84413,-0.65136
60.82810,59.04152,1.78658,60.04329,0.78481,4.83178,5.87489,-1.04311
60.79590,59.04445,1.75145,60.05306,0.74284,4.98967,5.85082,-0.86115
58.08240,59.04765,-0.96525,60.08543,-2.00303,5.49925,5.83255,-0.33330
58.95830,59.05458,-0.09628,60.19485,-1.23655,5.44677,5.82529,-0.37852
59.39520,59.05661,0.33859,60.30932,-0.91412,6.04331,5.81402,0.22929
61.45290,59.05706,2.39584,60.35876,1.09414,6.35378,5.80586,0.54792
61.86090,59.05733,2.80357,60.41719,1.44371,6.41564,5.80025,0.61539
60.98170,59.06398,1.91772,60.47869,0.50301,6.48431,5.82246,0.66185
60.01100,59.07109,0.93991,60.56198,-0.55098,6.51367,5.87565,0.63802
60.52690,59.07403,1.45287,60.53585,-0.00895,6.55944,5.93760,0.62184
61.52840,59.07516,2.45324,60.40836,1.12004,6.37177,6.01248,0.35929
61.08750,59.07919,2.00831,60.32131,0.76619,6.04511,6.09335,-0.04824
60.69900,59.08430,1.61470,60.40679,0.29221,5.87470,6.14574,-0.27103
61.43950,59.08547,2.35403,60.44312,0.99638,5.70196,6.18081,-0.47885
62.04980,59.08150,2.96830,60.47531,1.57449,5.61119,6.20203,-0.59084
61.18490,59.08039,2.10451,60.39562,0.78928,5.65072,6.18157,-0.53085
59.76970,59.07704,0.69266,60.24755,-0.47785,5.68807,6.12152,-0.43345
59.98100,59.07759,0.90341,60.08114,-0.10014,6.15013,6.04978,0.10035
60.30080,59.08434,1.21646,59.98400,0.31680,6.43619,5.96903,0.46716
60.38310,59.09130,1.29180,59.91106,0.47204,6.82935,5.89776,0.93159
59.93590,59.10014,0.83576,59.83133,0.10457,6.76529,5.83601,0.92928
58.15080,59.10494,-0.95414,59.78538,-1.63458,6.53001,5.78525,0.74476
58.96790,59.11261,-0.14471,59.80568,-0.83778,6.08979,5.75441,0.33537
59.87730,59.11880,0.75850,59.76461,0.11269,6.23587,5.76747,0.46841
59.72130,59.12143,0.59987,59.74776,-0.02646,5.89223,5.80145,0.09077
60.07120,59.12435,0.94685,59.76658,0.30462,5.61374,5.84047,-0.22673
59.77940,59.13235,0.64705,59.86616,-0.08676,5.09270,5.89189,-0.79919
58.75140,59.14130,-0.38990,59.89190,-1.14050,4.90913,5.94155,-1.03242
57.48720,59.15073,-1.66353,59.84573,-2.35853,4.78855,5.97093,-1.18238
57.97090,59.16110,-1.19020,59.79781,-1.82691,5.01698,5.97566,-0.95869
58.99520,59.16929,-0.17409,59.74011,-0.74491,5.26271,5.95586,-0.69315
59.85420,59.17822,0.67598,59.80499,0.04921,5.30592,5.93139,-0.62547
60.12240,59.18707,0.93533,59.78474,0.33766,5.39746,5.90557,-0.50811
61.12530,59.19952,1.92578,59.77330,1.35200,6.14884,5.88507,0.26377
60.57720,59.20863,1.36857,59.78654,0.79066,6.41564,5.85310,0.56254
61.69580,59.21362,2.48218,59.76800,1.92780,6.43057,5.87974,0.55083
61.58020,59.21971,2.36049,59.80306,1.77714,6.73063,5.90162,0.82900
61.86090,59.22670,2.63420,59.85108,2.00982,6.73080,5.94753,0.78327
60.52150,59.23185,1.28965,59.90588,0.61562,6.76710,6.02325,0.74385
59.33120,59.23000,0.10120,59.95391,-0.62271,6.53565,6.12579,0.40985
59.37690,59.22556,0.15134,59.96444,-0.58754,6.41348,6.21977,0.19371
58.72410,59.22180,-0.49770,59.93981,-1.21571,6.25139,6.29582,-0.04443
59.51320,59.22096,0.29224,59.91625,-0.40305,5.98783,6.35261,-0.36478
58.54280,59.22201,-0.67921,59.79264,-1.24984,5.65931,6.38998,-0.73067
59.63700,59.21929,0.41771,59.74049,-0.10349,5.56446,6.39817,-0.83371
59.99940,59.21304,0.78636,59.66299,0.33641,6.45165,6.39472,0.05694
59.68180,59.20967,0.47213,59.54900,0.13280,6.07329,6.38146,-0.30817
60.51570,59.20947,1.30623,59.39575,1.11995,6.05666,6.36644,-0.30979
59.75980,59.21392,0.54588,59.32634,0.43346,6.49938,6.36148,0.13790
58.63790,59.21674,-0.57884,59.31433,-0.67643,6.94188,6.35517,0.58671
58.97960,59.22110,-0.24150,59.27063,-0.29103,6.99052,6.39207,0.59845
59.21630,59.22686,-0.01056,59.21815,-0.00185,6.85980,6.40703,0.45277
59.33700,59.23393,0.10307,59.14945,0.18755,6.49841,6.41695,0.08147
59.62760,59.24287,0.38473,59.20911,0.41849,6.18227,6.46125,-0.27898
58.52960,59.25250,-0.72290,59.15599,-0.62639,6.32092,6.54367,-0.22275
59.48190,59.25694,0.22496,59.09981,0.38209,6.34301,6.64213,-0.29912
60.06830,59.25838,0.80992,59.09049,0.97781,6.15216,6.70026,-0.54811
59.18660,59.26485,-0.07825,59.06234,0.12426,6.41533,6.76292,-0.34758
58.64260,59.26424,-0.62164,59.12417,-0.48157,6.62663,6.82752,-0.20089
59.06390,59.26600,-0.20210,59.20090,-0.13700,6.63453,6.87269,-0.23816
59.07890,59.26364,-0.18474,59.26356,-0.18466,7.31063,6.90648,0.40415
58.45920,59.26097,-0.80177,59.33549,-0.87629,6.72764,6.92407,-0.19643
57.62210,59.25714,-1.63504,59.42074,-1.79864,6.45957,6.95444,-0.49487
58.07040,59.25183,-1.18143,59.51630,-1.44590,6.91829,7.00671,-0.08843
59.79570,59.25299,0.54271,59.68007,0.11563,7.39012,7.04255,0.34757
58.52140,59.24976,-0.72836,59.66655,-1.14515,7.63198,7.07727,0.55471
58.81980,59.24556,-0.42576,59.61465,-0.79485,7.67254,7.11533,0.55720
59.48600,59.24408,0.24192,59.62402,-0.13802,7.38896,7.16588,0.22308
59.92460,59.24716,0.67744,59.72048,0.20412,7.41331,7.19767,0.21563
61.05810,59.24720,1.81090,59.82880,1.22930,7.44792,7.19385,0.25407
60.24940,59.24586,1.00354,59.93408,0.31532,7.65144,7.19069,0.46076
60.29530,59.24436,1.05094,60.05495,0.24035,7.36001,7.15492,0.20510
60.72680,59.24412,1.48268,60.20276,0.52404,7.49762,7.15581,0.34181
61.12730,59.24773,1.87957,60.33100,0.79630,7.59610,7.15842,0.43768
61.63450,59.24782,2.38668,60.31672,1.31778,6.93479,7.12835,-0.19356
61.96860,59.25158,2.71702,60.34696,1.62164,7.05020,7.06629,-0.01609
59.19800,59.25354,-0.05554,60.38200,-1.18400,7.14225,6.99098,0.15127
58.97850,59.24939,-0.27089,60.39745,-1.41895,7.21357,6.91437,0.29921
59.38330,59.24655,0.13675,60.33843,-0.95513,7.08301,6.86791,0.21510
60.66830,59.25112,1.41718,60.24728,0.42102,6.54641,6.84535,-0.29893
61.33870,59.24523,2.09347,60.21002,1.12868,6.56806,6.83340,-0.26534
61.28970,59.24120,2.04850,60.17265,1.11705,6.55944,6.81610,-0.25666
60.99740,59.23459,1.76281,60.10454,0.89286,6.74651,6.81492,-0.06842
60.72620,59.22486,1.50134,59.98262,0.74358,6.51423,6.79591,-0.28167
60.76340,59.21822,1.54518,59.87339,0.89001,6.28687,6.76900,-0.48214
59.49590,59.21937,0.27653,59.79206,-0.29616,6.08688,6.76086,-0.67398
59.15630,59.21902,-0.06272,59.88909,-0.73279,6.05054,6.76054,-0.71000
59.55580,59.21932,0.33648,59.96699,-0.41119,6.06358,6.76819,-0.70461
59.81040,59.22037,0.59003,60.00505,-0.19465,6.41338,6.78421,-0.37083
58.68520,59.22256,-0.53736,59.94723,-1.26203,6.93944,6.79112,0.14831
59.14390,59.22139,-0.07749,59.91646,-0.77256,7.19705,6.79958,0.39747
59.46690,59.22640,0.24050,59.92698,-0.46008,7.28811,6.82075,0.46736
59.51060,59.22577,0.28483,59.98734,-0.47674,7.33534,6.84144,0.49390
59.29640,59.22583,0.07057,60.04938,-0.75298,7.09834,6.85968,0.23865
58.56710,59.22254,-0.65544,60.07942,-1.51232,7.03109,6.87434,0.15675
59.34050,59.21123,0.12927,60.16402,-0.82352,6.76373,6.89536,-0.13164
60.26070,59.20059,1.06011,60.24178,0.01892,7.04349,6.91526,0.12823
61.23560,59.19454,2.04106,60.25818,0.97742,7.30292,6.92656,0.37637
60.61450,59.18912,1.42538,60.21300,0.40150,7.55004,6.90851,0.64152
60.18260,59.18409,0.99851,60.22850,-0.04590,7.22818,6.88758,0.34060
59.45400,59.18067,0.27333,60.23513,-0.78113,6.72406,6.85983,-0.13577
60.69250,59.18194,1.51056,60.26327,0.42923,7.01261,6.81418,0.19843
61.51070,59.18528,2.32542,60.28830,1.22240,6.99390,6.77747,0.21644
62.26490,59.18826,3.07664,60.29663,1.96827,7.12957,6.74073,0.38884
62.02910,59.18703,2.84207,60.31991,1.70919,6.82199,6.71303,0.10896
61.39420,59.18966,2.20454,60.33593,1.05827,6.72836,6.70490,0.02346
61.27250,59.19022,2.08228,60.33133,0.94117,6.50483,6.72805,-0.22321
60.78930,59.18599,1.60331,60.37723,0.41207,6.28769,6.73747,-0.44978
59.90020,59.17887,0.72133,60.44170,-0.54150,5.68469,6.72239,-1.03771
58.86150,59.17326,-0.31176,60.42121,-1.55971,5.97379,6.68744,-0.71366
59.01090,59.16391,-0.15301,60.33535,-1.32445,6.35667,6.67368,-0.31702
59.28300,59.15561,0.12739,60.15621,-0.87321,6.23841,6.68981,-0.45140
60.05780,59.15726,0.90054,59.95677,0.10103,6.51709,6.68709,-0.17001
60.03620,59.16090,0.87530,59.76278,0.27342,6.56382,6.67090,-0.10707
59.47140,59.16750,0.30390,59.54641,-0.07501,6.51677,6.66674,-0.14997
59.05610,59.18072,-0.12462,59.38767,-0.33157,6.86032,6.67555,0.18477
59.67680,59.19108,0.48572,59.29339,0.38341,7.24976,6.69628,0.55347
60.16410,59.19903,0.96507,59.25086,0.91324,7.24143,6.73745,0.50398
62.19960,59.20110,2.99850,59.25060,2.94900,6.98630,6.79120,0.19510
61.96820,59.19522,2.77298,59.28982,2.67838,6.81606,6.87533,-0.05927
59.75250,59.18343,0.56907,59.32157,0.43093,6.93926,6.93935,-0.00009
57.65090,59.16933,-1.51843,59.35835,-1.70745,7.06275,6.95206,0.11069
56.93060,59.15845,-2.22785,59.42713,-2.49653,6.95545,6.97269,-0.01724
57.32230,59.15490,-1.83260,59.59555,-2.27325,6.65383,6.97582,-0.32199
58.19120,59.15214,-0.96094,59.69818,-1.50698,7.04233,6.97376,0.06857
57.48530,59.15143,-1.66613,59.69464,-2.20934,7.00700,6.97645,0.03055
58.06070,59.13995,-1.07925,59.60087,-1.54017,7.16367,6.97044,0.19323
59.29260,59.12842,0.16418,59.50392,-0.21132,7.36946,6.95712,0.41234
59.89620,59.12130,0.77490,59.33050,0.56570,7.41635,6.92346,0.49289
59.89470,59.11497,0.77973,59.19017,0.70453,7.45143,6.90946,0.54197
59.68510,59.10834,0.57676,59.15306,0.53204,7.31825,6.93138,0.38687
59.67770,59.10220,0.57550,59.16266,0.51504,6.62344,6.93034,-0.30689
60.05540,59.09756,0.95784,59.16569,0.88971,6.67170,6.91569,-0.24398
61.50220,59.08964,2.41256,59.14550,2.35670,6.58280,6.91999,-0.33719
63.57300,59.08355,4.48945,59.05565,4.51735,6.52052,6.95385,-0.43333
61.62660,59.08493,2.54167,59.05283,2.57377,6.57329,6.96691,-0.39361
58.98180,59.08813,-0.10633,59.03827,-0.05647,6.73422,6.96214,-0.22792
57.70750,59.08508,-1.37758,58.99713,-1.28963,6.97004,6.94523,0.02481
58.12830,59.08410,-0.95580,58.91918,-0.79088,6.53449,6.91077,-0.37628
58.55780,59.07637,-0.51857,58.78661,-0.22881,6.69235,6.87166,-0.17931
59.02110,59.07446,-0.05336,58.71805,0.30305,7.27633,6.82392,0.45241
58.97320,59.06714,-0.09394,58.61439,0.35881,6.91742,6.78613,0.13129
57.85260,59.06039,-1.20779,58.52912,-0.67652,6.75502,6.77796,-0.02294
56.99410,59.05877,-2.06467,58.46496,-1.47086,7.04578,6.77978,0.26599
56.89830,59.06241,-2.16411,58.24746,-1.34916,7.36505,6.80760,0.55745
56.30450,59.06789,-2.76339,58.11446,-1.80996,7.31644,6.83070,0.48574
57.42600,59.06840,-1.64240,58.13893,-0.71293,6.90685,6.86020,0.04665
57.75500,59.06664,-1.31164,58.22972,-0.47472,6.80861,6.88796,-0.07935
58.42870,59.06552,-0.63682,58.27710,0.15160,6.64571,6.91483,-0.26912
58.25920,59.05963,-0.80043,58.27273,-0.01353,6.59517,6.95016,-0.35499
57.11080,59.05053,-1.93973,58.23549,-1.12469,6.44877,6.95660,-0.50783
58.24530,59.04079,-0.79549,58.23998,0.00532,6.52482,6.93314,-0.40832
57.50080,59.04267,-1.54187,58.29551,-0.79471,6.45178,6.91825,-0.46647
58.26470,59.04489,-0.78019,58.35328,-0.08858,6.70997,6.89946,-0.18948
60.15490,59.04667,1.10823,58.36036,1.79454,7.16697,6.85420,0.31277
59.00550,59.04233,-0.03683,58.42226,0.58324,7.00556,6.78616,0.21940
58.83350,59.03503,-0.20153,58.44280,0.39070,7.19288,6.72216,0.47072
59.49580,59.02960,0.46620,58.49748,0.99832,7.31717,6.68337,0.63380
59.61400,59.02838,0.58562,58.58159,1.03241,7.53442,6.63918,0.89524
59.12340,59.02542,0.09798,58.65863,0.46477,7.27641,6.60800,0.66842
58.46600,59.01864,-0.55264,58.80770,-0.34170,6.82744,6.58832,0.23912
58.23900,59.01317,-0.77417,58.92172,-0.68272,6.78374,6.58458,0.19916
59.06740,59.00715,0.06025,59.09732,-0.02992,6.60469,6.58367,0.02103
59.01890,58.99803,0.02087,59.14165,-0.12275,6.36035,6.59549,-0.23514
58.20710,58.98655,-0.77945,59.06987,-0.86277,6.09542,6.59489,-0.49947
57.04700,58.98208,-1.93508,59.06200,-2.01500,5.93624,6.57511,-0.63887
57.60440,58.97996,-1.37556,59.09588,-1.49148,5.97247,6.55155,-0.57908
57.85730,58.97577,-1.11847,59.05466,-1.19736,6.09215,6.51902,-0.42687
58.90340,58.96780,-0.06440,59.06372,-0.16032,5.88060,6.47411,-0.59350
60.19490,58.95973,1.23517,59.11279,1.08211,5.99088,6.42788,-0.43700
59.87710,58.95322,0.92388,59.12288,0.75422,6.18192,6.39971,-0.21778
60.24120,58.94892,1.29228,59.11169,1.12951,6.37020,6.38317,-0.01297
60.63980,58.94354,1.69626,59.05650,1.58330,6.50574,6.34412,0.16162
61.18840,58.93826,2.25014,59.06891,2.11949,6.70002,6.33839,0.36162
59.19560,58.93619,0.25941,59.14000,0.05560,6.69743,6.35447,0.34296
58.64760,58.93654,-0.28894,59.24407,-0.59647,6.75160,6.39699,0.35461
58.84010,58.95688,-0.11678,59.33812,-0.49802,6.51072,6.44380,0.06692
59.54510,58.95756,0.58754,59.40463,0.14047,6.50983,6.49135,0.01849
58.63010,58.96248,-0.33238,59.36788,-0.73778,6.37398,6.52382,-0.14984
59.80440,58.96581,0.83859,59.20081,0.60359,6.56369,6.57758,-0.01389
60.15370,58.98859,1.16511,59.06906,1.08464,6.68472,6.59804,0.08668
58.67790,58.99372,-0.31582,58.92391,-0.24601,6.48019,6.59651,-0.11632
58.00410,58.99498,-0.99088,58.78602,-0.78192,5.96375,6.58566,-0.62191
57.90850,58.99335,-1.08485,58.61560,-0.70710,6.48435,6.56386,-0.07951
59.27940,58.99341,0.28599,58.54294,0.73646,6.69791,6.53290,0.16501
59.70000,58.98782,0.71218,58.46035,1.23965,6.98833,6.49845,0.48987
59.23240,58.98188,0.25052,58.36073,0.87167,6.91929,6.47754,0.44176
59.57950,58.97235,0.60715,58.24267,1.33683,6.97099,6.45842,0.51257
59.25410,58.97071,0.28339,58.23706,1.01704,6.77407,6.47039,0.30367
58.13160,58.97159,-0.83999,58.20075,-0.06915,7.00950,6.50434,0.50516
56.68640,58.97225,-2.28585,58.14195,-1.45555,6.42068,6.51841,-0.09773
57.11030,58.98000,-1.86970,58.12211,-1.01181,6.14977,6.52824,-0.37847
57.19310,58.98542,-1.79232,58.13244,-0.93934,6.14228,6.55167,-0.40939
57.74420,58.99085,-1.24665,58.22352,-0.47932,6.04796,6.59808,-0.55012
57.60960,58.99291,-1.38331,58.26012,-0.65052,6.04994,6.60808,-0.55814
57.66970,58.99382,-1.32412,58.20470,-0.53500,5.97396,6.60734,-0.63338
56.91310,58.99637,-2.08327,58.15138,-1.23828,6.31235,6.59878,-0.28643
56.74810,58.99686,-2.24876,58.09597,-1.34787,6.10935,6.58899,-0.47964
57.06590,58.99668,-1.93078,58.02289,-0.95699,6.76122,6.58966,0.17156
58.51220,58.99638,-0.48418,58.05474,0.45746,7.08686,6.59311,0.49375
59.04190,58.99735,0.04455,58.14219,0.89971,6.85907,6.59357,0.26550
58.91900,59.00260,-0.08360,58.13190,0.78710,6.89119,6.62960,0.26159
58.26120,59.01027,-0.74907,58.08013,0.18107,6.97216,6.66149,0.31067
58.22110,59.01142,-0.79032,58.05224,0.16886,6.93849,6.67586,0.26263
59.82120,59.01494,0.80626,58.07502,1.74618,6.69440,6.70001,-0.00561
60.04790,59.01355,1.03435,58.05435,1.99355,6.68222,6.72762,-0.04540
58.53620,59.01086,-0.47466,58.06250,0.47370,6.80857,6.74825,0.06032
58.11270,59.01067,-0.89797,58.07108,0.04162,6.71373,6.73111,-0.01737
58.41580,59.01124,-0.59544,58.10582,0.30998,6.98518,6.74488,0.24030
57.71940,59.01425,-1.29485,58.05690,-0.33750,6.84652,6.74951,0.09702
58.80060,59.01489,-0.21429,57.99721,0.80339,7.01914,6.74699,0.27215
58.52270,59.02098,-0.49828,57.90450,0.61820,7.17715,6.76648,0.41067
56.89430,59.02824,-2.13394,57.89180,-0.99750,6.81945,6.75188,0.06757
