cld,cld_360smth,cld_anm360,cld_21smth,cld_anm21,CRF,CRF_21smth,CRF_21anm
59.62590,60.20368,-0.57778,58.78800,0.83790,-14.25623,-12.79239,-1.46384
59.39110,60.20436,-0.81326,58.81064,0.58046,-13.99741,-13.06115,-0.93626
60.03140,60.20763,-0.17623,58.68869,1.34271,-13.99876,-13.28799,-0.71076
60.09930,60.21429,-0.11499,58.68309,1.41621,-13.68279,-13.49054,-0.19225
59.06320,60.22585,-1.16265,58.71860,0.34460,-13.43663,-13.59170,0.15506
58.66280,60.23122,-1.56842,58.80763,-0.14483,-13.80637,-13.67498,-0.13139
59.65230,60.23485,-0.58255,58.92628,0.72602,-13.89820,-13.73243,-0.16577
60.12850,60.23669,-0.10819,59.00467,1.12383,-13.68368,-13.65136,-0.03232
58.79680,60.23953,-1.44273,59.11840,-0.32160,-12.50423,-13.45401,0.94979
58.96710,60.24079,-1.27369,59.19792,-0.23082,-12.50871,-13.15779,0.64908
58.22650,60.24120,-2.01470,59.25961,-1.03311,-13.89259,-12.84394,-1.04865
57.73040,60.24560,-2.51520,59.34076,-1.61036,-16.67145,-11.36697,-5.30448
58.57570,60.24809,-1.67239,59.33613,-0.76043,-15.55969,-11.10357,-4.45611
56.58300,60.24693,-3.66393,59.34661,-2.76361,-14.57766,-10.87052,-3.70714
57.58970,60.24419,-2.65449,59.32772,-1.73802,-11.89298,-10.70998,-1.18301
57.87110,60.23830,-2.36720,59.37700,-1.50590,-11.67336,-10.58317,-1.09019
58.79680,60.23431,-1.43751,59.39181,-0.59501,-11.09191,-10.41581,-0.67610
59.97800,60.22943,-0.25143,59.39833,0.57967,-9.86996,-10.25673,0.38676
60.43640,60.22740,0.20900,59.49799,0.93841,-9.50724,-10.14386,0.63662
61.81000,60.22687,1.58313,59.58743,2.22257,-9.68416,-10.09647,0.41232
61.14030,60.23595,0.90435,59.70086,1.43944,-9.52877,-10.09629,0.56752
60.92140,60.24824,0.67316,59.83679,1.08461,16.76025,-10.05837,26.81862
61.09530,60.25614,0.83916,59.93980,1.15550,-8.46612,-9.72772,1.26159
59.93420,60.26827,-0.33407,60.15670,-0.22250,-9.10468,-9.42077,0.31609
60.31930,60.26982,0.04948,60.29810,0.02120,-10.31136,-9.13428,-1.17709
58.66650,60.27057,-1.60407,60.41810,-1.75160,-10.77362,-9.24805,-1.52556
59.69760,60.27440,-0.57680,60.54007,-0.84247,-10.29187,-9.34900,-0.94287
59.96340,60.27936,-0.31596,60.56765,-0.60425,-10.55752,-9.51477,-1.04275
60.26540,60.29092,-0.02552,60.59285,-0.32745,-11.31344,-9.72852,-1.58491
60.88960,60.30169,0.58791,60.61549,0.27411,-11.50915,-9.95723,-1.55192
60.84550,60.30867,0.53683,60.67434,0.17116,-12.50484,-10.18121,-2.32362
60.60840,60.31371,0.29469,60.70838,-0.09998,-13.09627,-10.20169,-2.89458
60.58500,60.32275,0.26225,60.69742,-0.11242,-999.00000,-11.94277,-999.00000
60.73880,60.33730,0.40150,60.71028,0.02852,-999.00000,-12.79125,-999.00000
61.13810,60.34869,0.78941,60.76496,0.37314,-999.00000,-13.36882,-999.00000
60.55910,60.35322,0.20588,60.86911,-0.31001,-13.94094,-13.74141,-0.19952
60.39100,60.35595,0.03505,60.93471,-0.54371,-13.49034,-13.80054,0.31020
61.35810,60.35764,1.00046,60.97278,0.38532,-14.07589,-14.14451,0.06861
60.55730,60.36305,0.19425,60.97579,-0.41849,-13.71750,-14.56587,0.84837
60.96560,60.36862,0.59698,60.94623,0.01937,-13.62387,-15.01919,1.39533
62.28530,60.37387,1.91143,60.92440,1.36090,-13.71591,-15.43135,1.71544
62.37620,60.38283,1.99337,60.93783,1.43837,-9.89730,-15.66648,5.76919
61.63630,60.38693,1.24937,61.04306,0.59324,-14.57927,-15.72543,1.14616
60.86520,60.39152,0.47368,61.03002,-0.16482,-23.73879,-15.65158,-8.08722
60.20420,60.39258,-0.18838,61.00266,-0.79846,-19.50093,-15.58590,-3.91504
61.46760,60.39827,1.06933,61.00208,0.46552,-17.01801,-15.56009,-1.45793
60.85360,60.40929,0.44431,61.02690,-0.17330,-11.83794,-15.57123,3.73330
61.07530,60.42331,0.65199,61.04845,0.02685,-16.48326,-15.57229,-0.91097
60.76280,60.43689,0.32591,61.10279,-0.33999,-18.14198,-15.58793,-2.55406
60.32860,60.44540,-0.11680,61.15799,-0.82939,-19.47326,-15.66480,-3.80847
60.26880,60.44613,-0.17733,61.12248,-0.85368,-18.92796,-15.73919,-3.18877
60.38720,60.44566,-0.05846,61.05657,-0.66937,-16.73730,-15.82384,-0.91346
60.89030,60.45171,0.43859,61.01720,-0.12690,-14.15732,-16.23292,2.07560
62.79480,60.46259,2.33221,61.09954,1.69526,-14.32216,-16.43061,2.10844
60.46500,60.47013,-0.00513,61.19794,-0.73294,-14.33800,-16.18403,1.84603
60.56350,60.47757,0.08593,61.21946,-0.65596,-15.04385,-16.10090,1.05705
60.54700,60.48576,0.06124,61.23496,-0.68796,-14.17502,-16.13258,1.95757
60.91220,60.49421,0.41799,61.34232,-0.43012,-13.51251,-16.38083,2.86832
61.81070,60.50242,1.30828,61.46426,0.34644,-14.40430,-16.36585,1.96155
61.69840,60.50539,1.19301,61.53164,0.16676,-15.33177,-16.25335,0.92158
62.12470,60.50538,1.61932,61.55370,0.57100,-15.18619,-16.09085,0.90467
61.53960,60.50683,1.03277,61.59602,-0.05642,-15.49361,-15.93673,0.44312
60.99210,60.51160,0.48050,61.64175,-0.64965,-18.48793,-15.81784,-2.67009
60.80970,60.51322,0.29648,61.58108,-0.77138,-18.73064,-15.78480,-2.94583
62.59430,60.51514,2.07916,61.66101,0.93329,-18.56076,-15.73137,-2.82938
62.27050,60.51640,1.75410,61.75308,0.51742,-17.75516,-15.72144,-2.03372
61.91950,60.51243,1.40707,61.81718,0.10232,-17.68331,-15.67566,-2.00765
61.17910,60.50141,0.67769,61.83347,-0.65437,-17.05115,-15.64421,-1.40694
63.32990,60.49351,2.83639,61.79669,1.53321,-16.16869,-15.62724,-0.54145
63.32350,60.50427,2.81923,61.78750,1.53600,-15.77944,-15.56717,-0.21227
61.74370,60.51880,1.22490,61.79771,-0.05401,-16.06089,-15.38095,-0.67994
60.73190,60.52837,0.20353,61.81966,-1.08776,-15.69128,-15.40581,-0.28547
61.27600,60.54184,0.73416,61.82545,-0.54945,-14.24066,-15.66408,1.42342
61.85060,60.55504,1.29556,61.83419,0.01641,-13.46351,-15.64441,2.18090
61.52080,60.56347,0.95733,61.74650,-0.22570,-13.20016,-15.52903,2.32887
62.14360,60.56944,1.57416,61.62089,0.52271,-14.12951,-15.41924,1.28972
62.49680,60.56950,1.92730,61.50015,0.99665,-14.08237,-15.32366,1.24129
61.89320,60.57315,1.32005,61.45645,0.43675,-13.51452,-15.23645,1.72193
61.25420,60.57739,0.67681,61.32986,-0.07566,-13.15618,-15.13113,1.97495
61.03830,60.58247,0.45583,61.16031,-0.12201,-13.14278,-15.01719,1.87442
61.50540,60.58731,0.91809,61.05765,0.44775,-11.42124,-14.88062,3.45939
62.33920,60.59045,1.74875,61.02734,1.31186,-15.70825,-14.73810,-0.97015
62.00050,60.59004,1.41046,60.96781,1.03269,-20.91719,-14.61411,-6.30308
61.11380,60.59488,0.51892,60.90097,0.21283,-18.07489,-14.61170,-3.46319
60.99320,60.59811,0.39509,60.93755,0.05565,-16.30772,-14.66140,-1.64632
60.75270,60.59700,0.15570,60.95298,-0.20028,-16.25507,-14.67013,-1.58494
59.63270,60.59299,-0.96029,60.99680,-1.36410,-15.74800,-14.62642,-1.12158
59.38410,60.59120,-1.20710,61.04196,-1.65786,-15.85198,-14.58832,-1.26366
60.26130,60.58916,-0.32786,61.07340,-0.81210,-14.83939,-14.58325,-0.25614
60.67160,60.58195,0.08965,61.12642,-0.45482,-13.77604,-14.57457,0.79853
59.76290,60.57862,-0.81572,61.11956,-1.35666,-12.91146,-14.56726,1.65581
59.58780,60.57436,-0.98656,61.09024,-1.50244,-13.06787,-14.63669,1.56882
60.09540,60.57677,-0.48137,61.07984,-0.98444,-13.08751,-14.51024,1.42274
60.02590,60.58535,-0.55945,61.04711,-1.02121,-14.18999,-14.12735,-0.06264
60.44690,60.59653,-0.14963,60.95423,-0.50733,-14.50729,-13.86349,-0.64380
62.28910,60.60211,1.68699,60.87040,1.41870,-13.38338,-13.70877,0.32539
62.46750,60.60871,1.85879,60.89719,1.57031,-13.21174,-13.60798,0.39625
63.41720,60.61275,2.80445,60.95934,2.45786,-13.28217,-13.54599,0.26381
62.84150,60.61530,2.22620,60.99904,1.84246,-13.40810,-13.44118,0.03309
61.91430,60.61896,1.29534,60.98908,0.92522,-12.97398,-13.36908,0.39510
62.15180,60.62287,1.52893,61.03280,1.11900,-12.98930,-13.39047,0.40117
61.36140,60.62015,0.74125,61.09441,0.26699,-12.87912,-13.48775,0.60863
61.72350,60.61782,1.10568,61.11453,0.60897,-13.05290,-13.64855,0.59565
61.78200,60.62557,1.15643,61.16881,0.61319,-12.87651,-13.80106,0.92455
60.42650,60.63303,-0.20653,61.19059,-0.76409,-12.53384,-13.84004,1.30621
59.04280,60.63504,-1.59224,61.09940,-2.05660,-13.05856,-13.88865,0.83009
58.99220,60.63458,-1.64238,60.98155,-1.98935,-14.13850,-13.96746,-0.17103
60.19520,60.63316,-0.43796,60.82007,-0.62487,-14.44612,-14.00333,-0.44278
60.68940,60.63329,0.05611,60.71294,-0.02354,-13.65111,-14.01271,0.36160
61.09500,60.63894,0.45606,60.65086,0.44414,-13.32529,-14.01786,0.69256
60.46240,60.64381,-0.18141,60.61442,-0.15202,-14.22510,-14.04656,-0.17853
60.68100,60.64794,0.03306,60.57634,0.10466,-14.95439,-14.07515,-0.87923
60.88160,60.65549,0.22611,60.57805,0.30355,-16.44466,-14.11758,-2.32708
60.51800,60.66313,-0.14513,60.58095,-0.06295,-16.29025,-14.15613,-2.13412
61.16580,60.66604,0.49976,60.58746,0.57834,-15.00862,-14.18486,-0.82376
60.90410,60.66832,0.23578,60.66723,0.23687,-15.52808,-14.19672,-1.33137
60.37410,60.66795,-0.29385,60.72994,-0.35584,-15.03839,-14.16069,-0.87770
59.99280,60.66298,-0.67018,60.75681,-0.76401,-13.96502,-14.05579,0.09077
60.02600,60.66524,-0.63924,60.76891,-0.74291,-13.47907,-13.93461,0.45554
60.59190,60.66728,-0.07538,60.81795,-0.22605,-13.51619,-13.84610,0.32990
60.61050,60.67147,-0.06097,60.89908,-0.28858,-13.57682,-13.77177,0.19495
61.38670,60.67636,0.71034,61.00438,0.38232,-13.58970,-13.65536,0.06566
60.56170,60.68134,-0.11964,61.12794,-0.56624,-13.77013,-13.50581,-0.26431
61.75930,60.68620,1.07310,61.22877,0.53053,-13.86236,-13.28289,-0.57948
61.84300,60.68850,1.15450,61.26433,0.57867,-13.47995,-13.07690,-0.40305
60.56310,60.68832,-0.12522,61.24735,-0.68425,-12.78272,-12.92465,0.14193
60.71810,60.68642,0.03168,61.27219,-0.55409,-12.30199,-12.73913,0.43714
60.30910,60.67937,-0.37027,61.29883,-0.98973,-11.93563,-12.57487,0.63924
60.75950,60.66626,0.09324,61.35585,-0.59635,-11.90128,-12.47000,0.56873
60.94350,60.65584,0.28766,61.38236,-0.43886,-11.79236,-12.41304,0.62068
62.12480,60.65082,1.47398,61.50040,0.62440,-11.76452,-12.35991,0.59539
62.16610,60.64316,1.52294,61.57055,0.59555,-11.78041,-12.28459,0.50418
62.89230,60.63331,2.25899,61.68857,1.20373,-11.81394,-12.22490,0.41097
63.47640,60.62820,2.84820,61.78196,1.69444,-11.76317,-12.14319,0.38002
62.63530,60.62403,2.01127,61.93088,0.70442,-11.96456,-12.06042,0.09586
61.91270,60.62308,1.28962,62.00214,-0.08944,-11.81136,-12.00226,0.19090
60.54740,60.62273,-0.07533,61.97373,-1.42633,-11.63213,-11.96276,0.33063
60.89570,60.61334,0.28236,61.94068,-1.04498,-11.58899,-11.96148,0.37249
60.55240,60.60992,-0.05752,61.88930,-1.33690,-11.76278,-11.96914,0.20635
61.22340,60.60984,0.61356,61.89156,-0.66816,-12.28288,-11.95264,-0.33024
61.14850,60.61109,0.53741,61.87443,-0.72593,-12.40037,-11.90107,-0.49930
63.08940,60.60939,2.48001,61.83751,1.25189,-11.99520,-11.88362,-0.11158
62.85990,60.60165,2.25825,61.75938,1.10052,-12.33624,-11.88287,-0.45337
63.04000,60.60219,2.43781,61.64822,1.39178,-12.05417,-11.86740,-0.18677
63.72060,60.60915,3.11145,61.59315,2.12745,-12.12416,-11.84113,-0.28303
64.97030,60.61707,4.35323,61.54348,3.42682,-12.25852,-11.78737,-0.47115
62.05950,60.62709,1.43241,61.50909,0.55041,-11.95342,-11.73615,-0.21727
60.12150,60.63680,-0.51530,61.49495,-1.37345,-12.27509,-11.68645,-0.58864
59.61510,60.63899,-1.02389,61.48673,-1.87163,-12.09633,-11.62371,-0.47262
59.68050,60.63590,-0.95540,61.42795,-1.74745,-11.55481,-11.62426,0.06945
60.99090,60.63068,0.36022,61.38189,-0.39099,-10.70934,-11.61682,0.90748
61.76510,60.63084,1.13426,61.30689,0.45821,-11.39811,-11.58044,0.18233
61.39090,60.63181,0.75909,61.27804,0.11286,-11.76479,-11.60323,-0.16156
61.25150,60.63221,0.61929,61.18475,0.06675,-11.48894,-11.64834,0.15940
61.14210,60.63358,0.50852,61.01324,0.12886,-11.21155,-11.70852,0.49697
61.47870,60.63497,0.84373,60.75967,0.71903,-10.83553,-11.75747,0.92195
60.86970,60.63062,0.23908,60.69892,0.17078,-10.73569,-11.81264,1.07696
59.82510,60.62155,-0.79645,60.73941,-0.91431,-10.58859,-11.85393,1.26534
60.59890,60.61917,-0.02027,60.79712,-0.19822,-10.27141,-11.86495,1.59354
60.37980,60.62056,-0.24076,60.84117,-0.46137,-11.77433,-11.87224,0.09791
59.98890,60.62250,-0.63360,60.87322,-0.88432,-12.12670,-11.89168,-0.23502
60.18120,60.62771,-0.44651,60.87810,-0.69690,-11.63631,-11.94718,0.31086
61.51440,60.62792,0.88648,60.81159,0.70281,-12.47382,-11.96448,-0.50934
62.25410,60.63495,1.61915,60.83253,1.42157,-13.28363,-11.96873,-1.31489
61.08100,60.63823,0.44277,60.81425,0.26675,-13.31785,-11.98500,-1.33285
60.11890,60.64621,-0.52731,60.76902,-0.65012,-13.15215,-11.99073,-1.16142
59.64520,60.65217,-1.00697,60.77542,-1.13022,-13.41710,-11.99607,-1.42103
60.78390,60.65287,0.13103,60.85142,-0.06752,-12.82048,-12.00209,-0.81840
60.97180,60.64978,0.32202,60.95082,0.02098,-12.50648,-12.01518,-0.49130
60.82700,60.63903,0.18797,61.00763,-0.18063,-12.24938,-12.04631,-0.20307
60.60550,60.62778,-0.02228,61.09686,-0.49136,-11.96314,-12.02433,0.06120
61.66400,60.61725,1.04675,61.18417,0.47983,-11.87472,-12.00050,0.12579
61.86750,60.60874,1.25876,61.20120,0.66630,-11.76158,-12.01073,0.24915
59.99420,60.60568,-0.61148,61.23124,-1.23704,-11.85401,-11.96637,0.11236
61.69130,60.60275,1.08855,61.28647,0.40483,-11.83052,-11.85454,0.02401
60.75820,60.60630,0.15190,61.36025,-0.60205,-11.33187,-11.71925,0.38738
60.52880,60.60340,-0.07460,61.41980,-0.89100,-10.94772,-11.72222,0.77451
61.00410,60.60277,0.40133,61.41233,-0.40823,-10.86201,-11.60986,0.74784
61.42110,60.60069,0.82041,61.43713,-0.01603,-10.86357,-11.52579,0.66222
62.68630,60.59708,2.08922,61.46982,1.21648,-10.92507,-11.47496,0.54989
61.57290,60.59370,0.97920,61.52340,0.04950,-11.31292,-11.44033,0.12741
61.86260,60.59033,1.27227,61.54883,0.31377,-11.62625,-11.42086,-0.20539
62.01480,60.58496,1.42984,61.49759,0.51721,-11.85111,-11.44029,-0.41082
61.87200,60.57741,1.29459,61.52194,0.35006,-11.54217,-11.47254,-0.06963
62.88500,60.56629,2.31871,61.49181,1.39319,-10.93517,-11.56878,0.63361
62.24080,60.56344,1.67736,61.56098,0.67982,-10.47679,-11.76049,1.28370
61.66830,60.56235,1.10595,61.69847,-0.03017,-13.21466,-11.98216,-1.23250
60.89580,60.55284,0.34296,61.83746,-0.94166,-11.05742,-12.20742,1.14999
60.62700,60.54971,0.07729,61.96804,-1.34104,-11.05496,-12.41175,1.35680
61.49250,60.54423,0.94827,61.97563,-0.48313,-11.43916,-12.60071,1.16155
61.51350,60.53165,0.98185,61.96815,-0.45465,-11.52212,-12.79224,1.27012
61.73070,60.51712,1.21358,61.90114,-0.17044,-11.55434,-12.96502,1.41069
62.19810,60.50538,1.69272,61.85422,0.34388,-12.28272,-13.14518,0.86246
60.79130,60.50033,0.29097,61.87411,-1.08281,-12.43874,-13.36238,0.92364
60.50560,60.49933,0.00627,61.80368,-1.29808,-13.87509,-13.66544,-0.20965
61.05860,60.49497,0.56363,61.76757,-0.70897,-15.85642,-13.82640,-2.03002
62.21080,60.48638,1.72442,61.77005,0.44075,-15.98686,-13.97341,-2.01345
63.41600,60.47821,2.93779,61.79716,1.61884,-15.67822,-14.02655,-1.65167
63.92300,60.47117,3.45183,61.80742,2.11558,-15.15311,-14.13955,-1.01356
64.16330,60.47037,3.69293,61.72337,2.43993,-14.83172,-14.23040,-0.60132
62.84560,60.46821,2.37739,61.67390,1.17170,-14.94714,-14.29514,-0.65200
61.41590,60.46290,0.95300,61.66066,-0.24476,-14.94130,-14.30226,-0.63904
60.45530,60.45328,0.00202,61.63369,-1.17839,-15.40954,-14.30921,-1.10033
61.02950,60.43758,0.59192,61.63750,-0.60800,-16.41235,-14.43698,-1.97537
62.28970,60.43103,1.85867,61.67253,0.61717,-17.90636,-14.67825,-3.22811
61.40590,60.42495,0.98095,61.69339,-0.28749,-14.31538,-14.80721,0.49183
61.48260,60.42032,1.06228,61.62930,-0.14670,-13.56408,-14.86154,1.29747
61.72040,60.41225,1.30815,61.42754,0.29286,-14.33047,-14.89785,0.56738
61.46500,60.40095,1.06405,61.18408,0.28092,-13.43039,-14.91169,1.48129
60.84260,60.39203,0.45057,61.02266,-0.18006,-12.96299,-14.91415,1.95116
59.72740,60.38551,-0.65811,60.94358,-1.21618,-12.79857,-14.90424,2.10566
60.47460,60.38289,0.09171,60.92614,-0.45154,-11.67165,-14.87222,3.20057
61.45270,60.37761,1.07509,60.98903,0.46367,-11.70032,-14.84084,3.14052
61.63160,60.37213,1.25947,61.06229,0.56931,-14.96590,-14.77831,-0.18759
60.87150,60.36098,0.51052,61.01276,-0.14126,-17.50544,-14.66828,-2.83716
61.24120,60.35194,0.88926,60.96570,0.27550,-16.58327,-14.53594,-2.04733
61.49650,60.34601,1.15049,60.89796,0.59854,-16.99738,-14.57649,-2.42088
60.86510,60.34069,0.52441,60.84870,0.01640,-16.74918,-14.68752,-2.06166
59.17890,60.32828,-1.14938,60.80014,-1.62124,-15.96892,-14.74331,-1.22561
58.81030,60.31606,-1.50576,60.78582,-1.97552,-15.20481,-14.82267,-0.38214
60.77360,60.30614,0.46746,60.76380,0.00980,-14.62357,-14.91746,0.29388
61.18480,60.30166,0.88314,60.73993,0.44487,-14.27472,-15.00615,0.73143
61.04970,60.29305,0.75665,60.62698,0.42272,-14.28233,-15.16220,0.87987
61.77600,60.28290,1.49310,60.54642,1.22958,-14.09645,-15.36856,1.27211
62.56800,60.27468,2.29332,60.48474,2.08326,-14.10170,-15.44580,1.34410
61.24950,60.26454,0.98496,60.37056,0.87894,-15.12712,-15.35712,0.23000
60.41770,60.25402,0.16368,60.21256,0.20514,-15.16711,-15.29426,0.12715
60.06010,60.24518,-0.18508,60.12200,-0.06190,-15.89570,-15.19074,-0.70496
60.68580,60.23714,0.44866,60.10960,0.57620,-15.50200,-15.09399,-0.40801
60.44540,60.23012,0.21528,60.09241,0.35299,-15.09701,-15.02461,-0.07240
60.54190,60.22633,0.31557,59.99843,0.54347,-14.95344,-14.96669,0.01325
59.26490,60.21544,-0.95054,59.88237,-0.61747,-14.66112,-14.91798,0.25686
59.97340,60.20249,-0.22909,59.84508,0.12832,-14.94873,-14.91671,-0.03202
59.08070,60.19481,-1.11411,59.80677,-0.72607,-16.03381,-14.91874,-1.11507
59.93980,60.18803,-0.24823,59.78781,0.15199,-16.58794,-14.95461,-1.63333
59.57630,60.18433,-0.60803,59.78594,-0.20964,-15.64319,-15.01190,-0.63130
58.84340,60.18255,-1.33915,59.87463,-1.03123,-15.26324,-14.98869,-0.27455
58.17840,60.17753,-1.99913,59.90816,-1.72976,-14.82347,-14.97036,0.14690
58.96330,60.17084,-1.20754,59.87884,-0.91554,-14.71748,-14.92349,0.20601
58.91870,60.16152,-1.24282,59.87719,-0.95849,-14.51188,-14.90053,0.38865
58.44930,60.16039,-1.71109,59.90720,-1.45790,-13.98852,-14.90437,0.91585
58.79990,60.16368,-1.36378,59.96572,-1.16582,-13.60061,-14.91348,1.31286
58.74760,60.16399,-1.41639,60.03035,-1.28275,-14.24808,-14.92798,0.67990
60.26660,60.16948,0.09712,60.17060,0.09600,-14.32497,-14.95638,0.63141
60.97150,60.17147,0.80003,60.22233,0.74917,-14.84977,-14.99957,0.14979
62.16980,60.16623,2.00357,60.24879,1.92101,-15.30460,-15.04059,-0.26401
61.21030,60.16255,1.04775,60.31685,0.89345,-14.63982,-15.14984,0.51002
62.28020,60.15299,2.12721,60.36967,1.91053,-14.78220,-15.27169,0.48949
60.76410,60.14463,0.61947,60.38508,0.37902,-14.91131,-15.35967,0.44836
60.07020,60.14127,-0.07107,60.44614,-0.37594,-15.01992,-15.44654,0.42661
60.41070,60.13371,0.27699,60.51401,-0.10331,-15.17765,-15.55289,0.37524
61.17220,60.12834,1.04386,60.56665,0.60555,-15.14466,-15.68556,0.54090
60.49370,60.12271,0.37099,60.61623,-0.12253,-14.96573,-15.82676,0.86103
61.33070,60.11636,1.21434,60.61386,0.71684,-15.54504,-15.98951,0.44447
62.02580,60.11613,1.90967,60.55803,1.46777,-16.94081,-16.19296,-0.74785
61.02620,60.12049,0.90571,60.46036,0.56584,-17.44951,-16.35027,-1.09924
60.13190,60.12271,0.00919,60.39528,-0.26338,-17.93732,-16.45089,-1.48642
60.27280,60.11791,0.15489,60.20170,0.07110,-17.82208,-16.55894,-1.26315
59.28750,60.11130,-0.82380,60.15508,-0.86758,-16.67110,-16.62633,-0.04477
59.28690,60.10569,-0.81879,60.14614,-0.85924,-16.54168,-16.68910,0.14742
60.20110,60.10348,0.09762,60.11122,0.08988,-16.74534,-16.75852,0.01318
59.87450,60.10110,-0.22660,60.04198,-0.16748,-16.77462,-16.80974,0.03511
59.90530,60.09464,-0.18934,59.95465,-0.04935,-16.56567,-16.83612,0.27046
59.78890,60.08772,-0.29882,59.82095,-0.03205,-17.66598,-16.88516,-0.78082
60.21680,60.08219,0.13461,59.68619,0.53061,-18.59731,-16.90636,-1.69095
59.79900,60.08132,-0.28232,59.60868,0.19032,-18.15329,-16.86157,-1.29172
60.11870,60.08168,0.03702,59.56615,0.55255,-17.41769,-16.78247,-0.63522
59.84370,60.08792,-0.24422,59.44829,0.39541,-16.90872,-16.68744,-0.22128
58.21490,60.08585,-1.87095,59.32714,-1.11224,-16.19754,-16.66860,0.47106
59.78520,60.08118,-0.29598,59.24298,0.54222,-16.22940,-16.72562,0.49622
59.88250,60.07727,-0.19477,59.18270,0.69980,-16.47775,-16.82251,0.34475
59.67730,60.07448,-0.39718,59.09821,0.57909,-16.25320,-16.86379,0.61059
59.71810,60.07814,-0.36004,59.00747,0.71063,-15.69882,-16.86539,1.16658
58.65990,60.07772,-1.41782,58.96686,-0.30696,-15.99557,-16.84061,0.84504
58.52300,60.08220,-1.55920,58.90388,-0.38088,-15.99024,-16.73499,0.74475
59.19580,60.08950,-0.89370,58.85933,0.33647,-16.00013,-16.56808,0.56795
59.39850,60.09198,-0.69348,58.75287,0.64563,-15.78845,-16.39467,0.60622
59.23870,60.09258,-0.85388,58.59564,0.64306,-15.94158,-16.22429,0.28270
57.79770,60.08844,-2.29074,58.56598,-0.76828,-17.42658,-16.05874,-1.36784
56.74340,60.08217,-3.33877,58.50543,-1.76203,-17.86855,-15.95992,-1.90864
57.51950,60.07688,-2.55738,58.43920,-0.91970,-18.57622,-15.87475,-2.70148
58.93540,60.07217,-1.13677,58.33968,0.59572,-17.61228,-15.77950,-1.83278
58.10010,60.06621,-1.96611,58.20148,-0.10138,-16.80831,-15.68957,-1.11873
57.99980,60.06347,-2.06367,58.16387,-0.16407,-16.04513,-15.61685,-0.42828
58.93600,60.06445,-1.12845,58.19706,0.73894,-15.44800,-15.52349,0.07550
58.89430,60.06442,-1.17012,58.20250,0.69180,-15.09220,-15.42402,0.33182
58.86340,60.06637,-1.20297,58.25505,0.60835,-14.51177,-15.29404,0.78227
57.88300,60.06711,-2.18411,58.37288,-0.48988,-13.83956,-15.13986,1.30030
56.54200,60.06513,-3.52313,58.48156,-1.93956,-13.43226,-14.96816,1.53589
57.59200,60.06005,-2.46805,58.56712,-0.97512,-14.12224,-14.74252,0.62029
58.51360,60.05746,-1.54386,58.59272,-0.07912,-14.44087,-14.54548,0.10461
58.49180,60.05153,-1.55973,58.61664,-0.12484,-14.47748,-14.31182,-0.16566
57.58730,60.04405,-2.45675,58.72256,-1.13526,-14.36481,-14.08433,-0.28048
56.81580,60.03741,-3.22161,58.82821,-2.01241,-14.17152,-13.85521,-0.31631
57.87020,60.03048,-2.16028,58.85390,-0.98370,-14.03517,-13.66341,-0.37176
59.21990,60.01824,-0.79834,58.86286,0.35704,-13.90125,-13.56473,-0.33652
59.31010,60.02030,-0.71020,58.83810,0.47200,-13.27061,-13.52180,0.25119
60.50210,60.02706,0.47504,58.81502,1.68708,-12.55065,-13.46499,0.91434
61.71310,60.03201,1.68109,58.88829,2.82481,-12.33582,-13.41680,1.08098
60.07990,60.03492,0.04498,58.97363,1.10627,-12.68827,-13.38934,0.70107
58.54030,60.03718,-1.49688,58.98774,-0.44744,-13.73056,-13.35121,-0.37935
58.05700,60.03782,-1.98082,59.02615,-0.96915,-13.66936,-13.29481,-0.37455
59.43770,60.03636,-0.59866,59.07627,0.36143,-12.83514,-13.27427,0.43912
60.32450,60.03367,0.29083,59.16588,1.15862,-11.99670,-13.20801,1.21132
60.21850,60.03020,0.18830,59.19959,1.01891,-12.01732,-13.09634,1.07902
59.47540,60.02573,-0.55033,59.24970,0.22570,-13.37584,-12.99991,-0.37592
59.08240,60.02435,-0.94195,59.31069,-0.22829,-14.19058,-12.91290,-1.27768
58.34350,60.02725,-1.68375,59.29581,-0.95231,-13.31874,-12.85843,-0.46031
57.39830,60.02740,-2.62910,59.19075,-1.79245,-12.82768,-12.86445,0.03676
58.08070,60.03057,-1.94987,59.11909,-1.03839,-12.85559,-12.87851,0.02293
59.38420,60.03492,-0.65072,59.08165,0.30255,-13.32145,-12.87883,-0.44262
58.80980,60.03978,-1.22998,59.06713,-0.25733,-13.25640,-12.82971,-0.42670
59.29850,60.03886,-0.74036,59.02404,0.27446,-14.04614,-12.76901,-1.27713
58.63970,60.03281,-1.39311,58.96163,-0.32193,-12.97343,-12.85722,-0.11621
58.69770,60.02987,-1.33217,58.92436,-0.22666,-11.82645,-12.97980,1.15335
58.57800,60.03075,-1.45275,58.93676,-0.35876,-12.01021,-13.08384,1.07363
60.27220,60.03546,0.23674,58.92449,1.34771,-12.07385,-13.08955,1.01570
60.59100,60.03782,0.55318,58.99256,1.59844,-12.12676,-13.05366,0.92690
60.18970,60.03776,0.15194,59.09931,1.09039,-12.67709,-13.16238,0.48528
59.50670,60.03983,-0.53313,59.18125,0.32545,-12.63122,-13.28978,0.65856
58.57500,60.04606,-1.47106,59.20240,-0.62740,-12.69495,-13.37601,0.68106
